TV_Name,Rating,Info_Raw,Price,Offers,Deal_Type,rating_review,name,size_cm,size_inch,display,edition,model_id,sound_output,warranty_years,rating_count,review_count
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,12783,720
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.4,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Bank Offer,"16,821 Ratings & 3,511 Reviews",XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,16821,3511
Blaupunkt 139 cm (55 inch) QLED Ultra HD (4K) Smart JioTele OS TV 2025 Edition with 48W Sound Output |...,3.9,Ultra HD (4K) | QLED Model ID: BP55JQD0036 Launch Year: 2025 Total Sound Output: 48 W 1 Year Warranty on Product & 6 Months on Accessories,26699,34,Upto 2000 Off on Exchange,952 Ratings & 118 Reviews,Blaupunkt,139,55.0,QLED, 139,BP55JQD0036,55,1,952,118
acerpure Nitro 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with 120 Hz GTV 5.0 |A...,3.8,Ultra HD (4K) | QLED Model ID: AP65UG75PNTO5 Launch Year: 2025 Total Sound Output: 50 W 1 Year Comprehensive Warranty On Product,40999,63,Hot Deal,20 Ratings & 0 Reviews,acerpure,164,65.0,QLED, 164,AP65UG75PNTO5,65,1,20,0
"TCL 108 cm (43 inch) QLED Full HD Smart Google TV 2025 Edition with HDR 10, Google Assistant | Dolby A...",4.3,Full HD | QLED Model ID: 43S5K Launch Year: 2025 Total Sound Output: 24 W 2 Years Warranty on Product,18915,58,Upto 2000 Off on Exchange,"81,898 Ratings & 6,088 Reviews",TCL,108,43.0,QLED, 108,43S5K,43,2,81898,6088
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Upto 6650 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,12783,720
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,3.9,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Bank Offer,"2,464 Ratings & 239 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,2464,239
Acer V Pro Series 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.1,Ultra HD (4K) | QLED Model ID: AR43QDQGR2851AD Launch Year: 2025 Total Sound Output: 30 W 1 Year comprehensive warranty,23999,53,Hot Deal,"2,438 Ratings & 147 Reviews",Acer,108,43.0,QLED, 108,AR43QDQGR2851AD,43,1,2438,147
Samsung Vision AI 138 cm (55 inch) QLED Ultra HD (4K) Smart One UI Tizen TV 2025 Edition with 100% Col...,4.3,Ultra HD (4K) | QLED Model ID: QA55QEF1AULXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),43990,41,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,Samsung,138,55.0,QLED, 138,QA55QEF1AULXL,55,2,17,0
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.2,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Upto 2000 Off on Exchange,862 Ratings & 110 Reviews,Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,862,110
Coocaa Y74 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Audio | | 32 GB ...,4.4,Ultra HD (4K) | LED Model ID: 65Y74 Launch Year: 2025 Total Sound Output: 30 W 1 Year Domestic Warranty,37999,36,Hot Deal,17 Ratings & 0 Reviews,Coocaa,164,65.0,LED,74,65Y74,65,1,17,0
"TCL 108 cm (32 inch) QLED Full HD Smart Google TV 2025 Edition with QLED, HDR 10, Dolby Audio",4.2,Full HD | QLED Model ID: 32S4K Launch Year: 2025 Total Sound Output: 16 W 2YEAR,12499,64,Upto 6650 Off on Exchange,326 Ratings & 41 Reviews,TCL,108,32.0,QLED, 108,32S4K,32,0,326,41
iFFALCON by Tcl U75 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with 144 Hz VRR | ...,4.2,Ultra HD (4K) | LED Model ID: 65U75 Launch Year: 2025 Total Sound Output: 24 W 1 Year Product Warranty,47999,51,Hot Deal,"5,905 Ratings & 469 Reviews",iFFALCON,164,65.0,LED,75,65U75,65,1,5905,469
XIAOMI F Series 108 cm (43 inch) Ultra HD (4K) LED Smart Fire TV 2025 Edition with Dolby Audio | Box S...,4.3,Ultra HD (4K) | LED Model ID: L43MB-FIN Launch Year: 2025 Total Sound Output: 24 W 1 year comprehensive warranty,21499,43,Hot Deal,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,LED, 108,L43MB-FIN,43,0,81898,6088
"TCL 108 cm (32 inch) QLED Full HD Smart Google TV 2025 Edition with QLED, HDR 10, Dolby Audio",4.4,Full HD | QLED Model ID: 32S4K Launch Year: 2025 Total Sound Output: 16 W 2YEAR,12499,64,Lowest price since launch,17 Ratings & 0 Reviews,TCL,108,32.0,QLED, 108,32S4K,32,0,17,0
Coocaa Frameless 108 cm (43 inch) Full HD LED Smart Google TV with HDR 10 Audio and Eye care 3.0,4.2,Full HD | LED Model ID: 43Z73 Launch Year: 2024 Total Sound Output: 20 W 1 Year Domestic Warranty,14199,64,Upto 2000 Off on Exchange,"1,798 Ratings & 244 Reviews",Coocaa,108,43.0,LED, 108,43Z73,43,1,1798,244
"TOSHIBA 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Atmos, 30W Powerful...",4.3,Ultra HD (4K) | LED Model ID: 55E350RP Launch Year: 2025 Total Sound Output: 30 W 1 Years Comprehensive Warranty,31339,47,Upto 2000 Off on Exchange,"7,094 Ratings & 1,172 Reviews",TOSHIBA,139,55.0,LED, 139,55E350RP,55,1,7094,1172
Uniboom Astra 80 cm (32 inch) HD Ready LED Smart Android TV 2025 Edition with Voice Control App | 500+...,4,HD Ready | LED Model ID: 32S-ULT-AED Launch Year: 2025 Total Sound Output: 30 W 1 Year on TV | Free Extended Warranty - 915--915-6899,6995,75,Hot Deal,109 Ratings & 14 Reviews,Uniboom,80,32.0,LED, 80,32S-ULT-AED,32,1,109,14
MOTOROLA EnvisionX 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Vision & Dolby Atmos,4.3,Ultra HD (4K) | QLED Model ID: 43UHDGQMWSTQ Launch Year: 2024 Total Sound Output: 20 W 1 year Warranty for Manufacturing Defects,20299,57,Upto 6650 Off on Exchange,"2,788 Ratings & 220 Reviews",MOTOROLA,108,43.0,QLED, 108,43UHDGQMWSTQ,43,0,2788,220
Vu GloQLED 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.4,"Ultra HD (4K) | QLED Model ID: 75GLOQLED25 Launch Year: 2025 Total Sound Output: 36 W 1 Year Manufaturer Warranty, In the 1st year of the warranty, panel, parts, and labor costs are covered.",58990,30,Upto 6650 Off on Exchange,17 Ratings & 4 Reviews,Vu,189,75.0,QLED, 189,75GLOQLED25,75,1,17,4
TCL 80.04 cm (32 inch) Full HD LED Smart Google TV with Google Assistant,4.2,Full HD | LED Model ID: 32S5400 Launch Year: 2022 Total Sound Output: 24 W 2 Years Warranty on Product,13993,41,Hot Deal,"15,825 Ratings & 1,361 Reviews",TCL,4,32.0,LED, 80,32S5400,32,2,15825,1361
Admiral 108 cm (43 inch) Full HD LED Smart Google TV,4.3,Full HD | LED Model ID: ADL43DXFHS Launch Year: 2024 Total Sound Output: 20 W 3 Years Warranty on product,16600,39,Upto 2000 Off on Exchange,922 Ratings & 146 Reviews,Admiral,108,43.0,LED, 108,ADL43DXFHS,43,3,922,146
acerpure Swift TV by Acer (2024 Series) 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Bezel-...,4.2,Ultra HD (4K) | LED Model ID: AP55UG51ASFTD Launch Year: 2024 Total Sound Output: 24 W 1 Year Comprehensive Warranty On Product,29499,57,Hot Deal,"3,923 Ratings & 479 Reviews",acerpure,139,55.0,LED,2024,AP55UG51ASFTD,55,1,3923,479
Samsung 80 cm (32 inch) HD Ready LED Smart Tizen TV with Voice Search,4.4,HD Ready | LED Model ID: UA32TE40FAKXXL Launch Year: 2020 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,20900,39,Bank Offer,"19,632 Ratings & 2,432 Reviews",Samsung,80,32.0,LED, 80,UA32TE40FAKXXL,32,1,19632,2432
Samsung 108 cm (43 inch) Full HD LED Smart Tizen TV with HDR | PurColor | Dolby Digital Plus | Hyper R...,4.3,Full HD | LED Model ID: UA43T5450AKXXL Launch Year: 2023 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,22490,35,Hot Deal,"9,865 Ratings & 460 Reviews",Samsung,108,43.0,LED, 108,UA43T5450AKXXL,43,1,9865,460
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,37,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,12783,720
"Acer 80.01 cm (32 inch) HD Ready LED Smart Google TV with 1.5GB RAM, Dolby Audio",4,HD Ready | LED Model ID: AR32GT2841HDFL Launch Year: 2024 Total Sound Output: 20 W 2 Years Warranty,13989,61,Bank Offer,42 Ratings & 2 Reviews,Acer,1,32.0,LED, 80,AR32GT2841HDFL,32,2,42,2
TCL P71B Pro 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Hands Free Voice Control |Dolby ...,4.2,Ultra HD (4K) | QLED Model ID: 65P71B Pro Launch Year: 2024 Total Sound Output: 35 W 2 Years Comprehensive Warranty,49990,35,Lowest price since launch,"5,905 Ratings & 469 Reviews",TCL,164,65.0,QLED,71,65P71B,65,2,5905,469
Haier 109 cm (43 inch) Full HD LED Smart TV,4.1,Full HD | LED Model ID: LE43K7GA Launch Year: 2021 Total Sound Output: 20 W 12 Months Warranty on the Product,25322,44,Hot Deal,554 Ratings & 46 Reviews,Haier,109,43.0,LED, 109,LE43K7GA,43,0,554,46
TCL P7K 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby Vision- Atmos 35W ...,4.2,Ultra HD (4K) | QLED Model ID: 75P7K Launch Year: 2025 Total Sound Output: 35 W 2 Years Product Warranty,69980,73,Upto 6650 Off on Exchange,289 Ratings & 47 Reviews,TCL,189,75.0,QLED,7,75P7K,75,2,289,47
LG HDR 80 cm (32 inch) Full HD LED Smart WebOS TV 2025 Edition with α5 Gen6 AI Processor With Active H...,4.3,Full HD | LED Model ID: 32LR573B6LA Launch Year: 2025 Total Sound Output: 10 W 1 Years Manufacturer Warranty,14500,31,Lowest price since launch,"81,898 Ratings & 6,088 Reviews",LG,80,32.0,LED, 80,32LR573B6LA,32,1,81898,6088
"Hisense U6N Pro 140 cm (55 inch) Ultra HD (4K) Mini LED Smart VIDAA TV with Vision Atmos, Dts Virtual ...",4,Ultra HD (4K) | Mini LED Model ID: 55U6N Pro Launch Year: 2024 Total Sound Output: 24 W 3 Years Comprehensive Warranty,29999,66,Bank Offer,"12,783 Ratings & 720 Reviews",Hisense,140,55.0,Mini LED,6,55U6N,55,3,12783,720
XIAOMI 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HDR 10 | 30...,4,Ultra HD (4K) | LED Model ID: L50MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,29999,33,Hot Deal,342 Ratings & 35 Reviews,XIAOMI,125,50.0,LED, 125,L50MB-AIN,50,2,342,35
XIAOMI FX Pro 108 cm (43 inch) QLED Ultra HD (4K) Smart Fire TV 2025 Edition with Alexa built-in | HDR...,4.3,Ultra HD (4K) | QLED Model ID: L43MB-FPIN Launch Year: 2025 Total Sound Output: 30 W 1 year comprehensive warranty,24999,44,Bank Offer,"81,898 Ratings & 6,088 Reviews",XIAOMI,108,43.0,QLED, 108,L43MB-FPIN,43,0,81898,6088
Reliance 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Next Generation Google S...,4,"Ultra HD (4K) | LED Model ID: RW43GD8676UHD Launch Year: 2025 Total Sound Output: 24 W 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration",19990,57,Bank Offer,"12,783 Ratings & 720 Reviews",Reliance,109,43.0,LED, 109,RW43GD8676UHD,43,1,12783,720
"Sansui 140 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with HDR10+/HLG, Dolby Vision, MEMC, Dolby ...",4.7,Ultra HD (4K) | QLED Model ID: JSW55UG23Q Launch Year: 2025 Total Sound Output: 30 W 1 Year Product Warranty | 2nd Year Warranty on Panel,35990,38,Hot Deal,"29,705 Ratings & 3,700 Reviews",Sansui,140,55.0,QLED, 140,JSW55UG23Q,55,1,29705,3700
XIAOMI X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.1,Ultra HD (4K) | LED Model ID: L55MB-AIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,34999,28,Upto 9150 Off on Exchange,"1,600 Ratings & 235 Reviews",XIAOMI,138,55.0,LED, 138,L55MB-AIN,55,2,1600,235
XIAOMI X Pro CineMagiQLED 138 cm (55 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.8,Ultra HD (4K) | QLED Model ID: L55MB-APIN Launch Year: 2025 Total Sound Output: 34 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,39999,36,Upto 6650 Off on Exchange,4 Ratings & 0 Reviews,XIAOMI,138,55.0,QLED, 138,L55MB-APIN,55,2,4,0
SONY Bravia 2 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,4.3,Ultra HD (4K) | LED Model ID: K-43S20B Launch Year: 2024 Total Sound Output: 20 W 1 Year comprehensive warranty on product provided by the brand from the date of purchase including remote for technical issue,36860,32,Bank Offer,"5,383 Ratings & 825 Reviews",SONY,108,43.0,LED, 2,K-43S20B,43,1,5383,825
acerpure by Acer Elevate Tv 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with Bezel-Less | Goog...,4.3,Ultra HD (4K) | QLED Model ID: AP43UG51QEVTD Launch Year: 2024 Total Sound Output: 20 W 1 Year Warranty,21599,56,Hot Deal,"81,898 Ratings & 6,088 Reviews",acerpure,108,43.0,QLED, 108,AP43UG51QEVTD,43,1,81898,6088
KODAK MotionX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output | 4 Speaker | ...,4,Ultra HD (4K) | QLED Model ID: 55MX8888 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Upto 2000 Off on Exchange,"12,783 Ratings & 720 Reviews",KODAK,139,55.0,QLED, 139,55MX8888,55,1,12783,720
TOSHIBA 75Z570RP 189 cm (75 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with Dolby Vision IQ ...,4.3,Ultra HD (4K) | QLED Model ID: 75Z570RP Launch Year: 2025 Total Sound Output: 36 W 2 Years Comprehensive Warranty,74999,57,Hot Deal,"7,094 Ratings & 1,172 Reviews",TOSHIBA,189,75.0,QLED, 75,75Z570RP,75,2,7094,1172
XIAOMI X Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with Dolby Vision | HD...,4.3,Ultra HD (4K) | LED Model ID: L43MB-AIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,24999,34,Bank Offer,17 Ratings & 0 Reviews,XIAOMI,108,43.0,LED, 108,L43MB-AIN,43,2,17,0
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.3,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Bank Offer,17 Ratings & 0 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,17,0
TOSHIBA C350MP 189 cm (75 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision Atmos and Engine,4.1,Ultra HD (4K) | LED Model ID: 75C350MP Launch Year: 2023 Total Sound Output: 36 W 2 Years Warranty,59999,47,Upto 6650 Off on Exchange,"11,883 Ratings & 938 Reviews",TOSHIBA,189,75.0,LED,350,75C350MP,75,2,11883,938
Hisense 65E75Q 164 cm (65 inch) QLED Ultra HD (4K) Smart VIDAA TV 2025 Edition with 4 Speakers 48W Pow...,4.2,Ultra HD (4K) | QLED Model ID: 65E75Q Launch Year: 2025 Total Sound Output: 48 W 1 Years Comprehensive Warranty,46999,47,Hot Deal,"3,121 Ratings & 473 Reviews",Hisense,164,65.0,QLED, 65,65E75Q,65,1,3121,473
Samsung Crystal Vision 4K iSmart 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV with IOT Sensors fo...,4.3,Ultra HD (4K) | LED Model ID: UA65CUE70AKLXL Launch Year: 2023 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel,64499,36,Upto 9150 Off on Exchange,"68,079 Ratings & 4,567 Reviews",Samsung,163,65.0,LED, 4,UA65CUE70AKLXL,65,1,68079,4567
Reliance 80 cm (32 inch) HD Ready LED Smart Google TV 2025 Edition with Next Generation Google Smart L...,4,"HD Ready | LED Model ID: RW32GD8676HD Launch Year: 2025 Total Sound Output: 24 W 1 Year Standard Warranty on the Product from the Date of Purchase. For any warranty related issues, please call the Customer Support - [+91-9118112119] [support@reliancegreentech.com], Register Your Warranty Https://www.reliancegreentech.com/registration",11490,60,Lowest price since launch,342 Ratings & 35 Reviews,Reliance,80,32.0,LED, 80,RW32GD8676HD,32,1,342,35
SONY BRAVIA 2M2 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV 2025 Edition with DOLBY ATMOS,4.5,Ultra HD (4K) | LED Model ID: K-43S25M2 Launch Year: 2025 Total Sound Output: 20 W 1 Year Warranty,41430,35,Upto 2000 Off on Exchange,8 Ratings & 0 Reviews,SONY,108,43.0,LED, 2,K-43S25M2,43,1,8,0
"iFFALCON by TCL U64 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 24W Audio, HDR10",4.2,Ultra HD (4K) | LED Model ID: iFF43U64 Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty on Product,16599,67,Hot Deal,"80,105 Ratings & 8,510 Reviews",iFFALCON,108,43.0,LED,64,iFF43U64,43,1,80105,8510
Sansui sansui 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 5.0 Android 14 Bezel Less Design...,4.8,Ultra HD (4K) | LED Model ID: JSW43UG23(2025) Launch Year: 2025 Total Sound Output: 25 W 1 Year Comprehensive Warranty and 1 Year Additional warranty on panel,24990,44,Bank Offer,4 Ratings & 0 Reviews,Sansui,109,43.0,LED, 109,JSW43UG23,43,1,4,0
KODAK MotionX 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output | 4 Speaker | ...,4.1,Ultra HD (4K) | QLED Model ID: 65MX1212 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,43999,37,Lowest price since launch,"1,600 Ratings & 235 Reviews",KODAK,164,65.0,QLED, 164,65MX1212,65,1,1600,235
acerpure by Acer Elevate Tv 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Bezel-Less | Goog...,4.3,Ultra HD (4K) | QLED Model ID: AP65UG51QEVTD Launch Year: 2024 Total Sound Output: 24 W 1 Year Warranty,41999,61,Bank Offer,"81,898 Ratings & 6,088 Reviews",acerpure,164,65.0,QLED, 164,AP65UG51QEVTD,65,1,81898,6088
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition with Dolby ...,4.6,Ultra HD (4K) | QLED Model ID: L43MB-APIN Launch Year: 2025 Total Sound Output: 30 W Enjoy 2 Years of Warranty � 1st Year Comprehensive Warranty + 1 Additional Year of Free Warranty on the Display Panel,28999,35,Bank Offer,27 Ratings & 2 Reviews,XIAOMI,108,43.0,QLED, 108,L43MB-APIN,43,2,27,2
Samsung 80 cm (32 inch) HD Ready LED Smart Tizen TV 2025 Edition with Voice Assistance Remote Control ...,4.3,HD Ready | LED Model ID: UA32H4520FUXXL Launch Year: 2025 Total Sound Output: 20 W 2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel),14650,18,Hot Deal,"12,142 Ratings & 1,189 Reviews",Samsung,80,32.0,LED, 80,UA32H4520FUXXL,32,2,12142,1189
MOTOROLA 191 cm (75 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,4.3,Ultra HD (4K) | QLED Model ID: 75UHDGQMWSTQ Launch Year: 2025 Total Sound Output: 30 W 1 year Warranty for Manufacturing Defects,62999,74,Upto 6650 Off on Exchange,17 Ratings & 0 Reviews,MOTOROLA,191,75.0,QLED, 191,75UHDGQMWSTQ,75,0,17,0
Thomson NeoX 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV with 70W Sound Output powered by Blau...,4.2,Ultra HD (4K) | QLED Model ID: 55NEOX0011 Launch Year: 2025 Total Sound Output: 70 W 1 Year Warranty on Product,31999,36,Upto 2000 Off on Exchange,650 Ratings & 107 Reviews,Thomson,139,55.0,QLED, 139,55NEOX0011,55,1,650,107
Coocaa Frameless 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV with Matte Display,4.2,Ultra HD (4K) | QLED Model ID: 43Y73 Pro Launch Year: 2024 Total Sound Output: 40 W 1 Year Domestic Warranty,18799,73,Bank Offer,119 Ratings & 19 Reviews,Coocaa,108,43.0,QLED, 108,43Y73,43,1,119,19
TCL C72K 164 cm (65 inch) Ultra HD (4K) Mini LED Smart Google TV 2025 Edition with Precise Dimming Ser...,4.1,Ultra HD (4K) | Mini LED Model ID: 65C72K Launch Year: 2025 Total Sound Output: 60 W 2 Years Product Warranty,91990,61,Lowest price since launch,"3,247 Ratings & 298 Reviews",TCL,164,65.0,Mini LED,72,65C72K,65,2,3247,298
Infinix 80 cm (32 inch) HD Ready LED Smart Google TV,4.8,HD Ready | LED Model ID: 32GH1 Launch Year: 2024 Total Sound Output: 40 W 1 Year Warranty on Product,9499,44,Upto 6650 Off on Exchange,4 Ratings & 0 Reviews,Infinix,80,32.0,LED, 80,32GH1,32,1,4,0
Samsung BU8570UL 163 cm (65 inch) Ultra HD (4K) LED Smart Tizen TV,4.8,Ultra HD (4K) | LED Model ID: UA65BU8570ULXL Launch Year: 2022 Total Sound Output: 20 W 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,84990,42,Bank Offer,4 Ratings & 0 Reviews,Samsung,163,65.0,LED,8570,UA65BU8570ULXL,65,1,4,0
